CSVv2;OperatingPoint, measurementType, sysType,           jetFlavor,  etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula
0,                    incl,            central,           2,         -10.0,  -2.4,    0,     99999, 0,        1,        "1."
0,                    incl,            central,           2,           2.4,  10.0,    0,     99999, 0,        1,        "1."
0,                    incl,            central,           2,          -2.4,   2.4,    0,     20,    0,        1,        "1.13904+-0.000594946*20.+1.97303e-06*20.*20.+-1.38194e-09*20.*20.*20."
0,                    incl,            central,           2,          -2.4,   2.4,    20,    1000,  0,        1,        "1.13904+-0.000594946*x+1.97303e-06*x*x+-1.38194e-09*x*x*x"
0,                    incl,            central,           2,          -2.4,   2.4,    1000,  99999, 0,        1,        "1.13904+-0.000594946*1000.+1.97303e-06*1000.*1000.+-1.38194e-09*1000.*1000.*1000."
0,                    incl,            down,              2,         -10.0,  -2.4,    0,     99999, 0,        1,        "1."
0,                    incl,            down,              2,           2.4,  10.0,    0,     99999, 0,        1,        "1."
0,                    incl,            down,              2,          -2.4,   2.4,    0,     20,    0,        1,        "(1.13904+-0.000594946*20.+1.97303e-06*20.*20.+-1.38194e-09*20.*20.*20.)*(1-2*(0.0996438+-8.33354e-05*20.+4.74359e-08*20.*20.))"
0,                    incl,            down,              2,          -2.4,   2.4,    20,    1000,  0,        1,        "(1.13904+-0.000594946*x+1.97303e-06*x*x+-1.38194e-09*x*x*x)*(1-(0.0996438+-8.33354e-05*x+4.74359e-08*x*x))"
0,                    incl,            down,              2,          -2.4,   2.4,    1000,  99999, 0,        1,        "(1.13904+-0.000594946*1000.+1.97303e-06*1000.*1000.+-1.38194e-09*1000.*1000.*1000.)*(1-2*(0.0996438+-8.33354e-05*1000.+4.74359e-08*1000.*1000.))"
0,                    incl,            up,                2,         -10.0,  -2.4,    0,     99999, 0,        1,        "1."
0,                    incl,            up,                2,           2.4,  10.0,    0,     99999, 0,        1,        "1."
0,                    incl,            up,                2,          -2.4,   2.4,    0,     20,    0,        1,        "(1.13904+-0.000594946*20.+1.97303e-06*20.*20.+-1.38194e-09*20.*20.*20.)*(1+2*(0.0996438+-8.33354e-05*20.+4.74359e-08*20.*20.))"
0,                    incl,            up,                2,          -2.4,   2.4,    20,    1000,  0,        1,        "(1.13904+-0.000594946*x+1.97303e-06*x*x+-1.38194e-09*x*x*x)*(1+(0.0996438+-8.33354e-05*x+4.74359e-08*x*x))"
0,                    incl,            up,                2,          -2.4,   2.4,    1000,  99999, 0,        1,        "(1.13904+-0.000594946*1000.+1.97303e-06*1000.*1000.+-1.38194e-09*1000.*1000.*1000.)*(1+2*(0.0996438+-8.33354e-05*1000.+4.74359e-08*1000.*1000.))"
1,                    incl,            central,           2,         -10.0,  -2.4,    0,     99999, 0,        1,        "1."
1,                    incl,            central,           2,           2.4,  10.0,    0,     99999, 0,        1,        "1."
1,                    incl,            central,           2,          -2.4,   2.4,    0,     20,    0,        1,        "1.0589+0.000382569*20.+-2.4252e-07*20.*20.+2.20966e-10*20.*20.*20."
1,                    incl,            central,           2,          -2.4,   2.4,    20,    1000,  0,        1,        "1.0589+0.000382569*x+-2.4252e-07*x*x+2.20966e-10*x*x*x"
1,                    incl,            central,           2,          -2.4,   2.4,    1000,  99999, 0,        1,        "1.0589+0.000382569*1000.+-2.4252e-07*1000.*1000.+2.20966e-10*1000.*1000.*1000."
1,                    incl,            down,              2,         -10.0,  -2.4,    0,     99999, 0,        1,        "1."
1,                    incl,            down,              2,           2.4,  10.0,    0,     99999, 0,        1,        "1."
1,                    incl,            down,              2,          -2.4,   2.4,    0,     20,    0,        1,        "(1.0589+0.000382569*20.+-2.4252e-07*20.*20.+2.20966e-10*20.*20.*20.)*(1-2*(0.100485+3.95509e-05*20.+-4.90326e-08*20.*20.))"
1,                    incl,            down,              2,          -2.4,   2.4,    20,    1000,  0,        1,        "(1.0589+0.000382569*x+-2.4252e-07*x*x+2.20966e-10*x*x*x)*(1-(0.100485+3.95509e-05*x+-4.90326e-08*x*x))"
1,                    incl,            down,              2,          -2.4,   2.4,    1000,  99999, 0,        1,        "(1.0589+0.000382569*1000.+-2.4252e-07*1000.*1000.+2.20966e-10*1000.*1000.*1000.)*(1-2*(0.100485+3.95509e-05*1000.+-4.90326e-08*1000.*1000.))"
1,                    incl,            up,                2,         -10.0,  -2.4,    0,     99999, 0,        1,        "1."
1,                    incl,            up,                2,           2.4,  10.0,    0,     99999, 0,        1,        "1."
1,                    incl,            up,                2,          -2.4,   2.4,    0,     20,    0,        1,        "(1.0589+0.000382569*20.+-2.4252e-07*20.*20.+2.20966e-10*20.*20.*20.)*(1+2*(0.100485+3.95509e-05*20.+-4.90326e-08*20.*20.))"
1,                    incl,            up,                2,          -2.4,   2.4,    20,    1000,  0,        1,        "(1.0589+0.000382569*x+-2.4252e-07*x*x+2.20966e-10*x*x*x)*(1+(0.100485+3.95509e-05*x+-4.90326e-08*x*x))"
1,                    incl,            up,                2,          -2.4,   2.4,    1000,  99999, 0,        1,        "(1.0589+0.000382569*1000.+-2.4252e-07*1000.*1000.+2.20966e-10*1000.*1000.*1000.)*(1+2*(0.100485+3.95509e-05*1000.+-4.90326e-08*1000.*1000.))"
2,                    incl,            central,           2,         -10.0,  -2.4,    0,     99999, 0,        1,        "1."
2,                    incl,            central,           2,           2.4,  10.0,    0,     99999, 0,        1,        "1."
2,                    incl,            central,           2,          -2.4,   2.4,    0,     20,    0,        1,        "0.971945+163.215/(20.*20.)+0.000517836*20."
2,                    incl,            central,           2,          -2.4,   2.4,    20,    1000,  0,        1,        "0.971945+163.215/(x*x)+0.000517836*x"
2,                    incl,            central,           2,          -2.4,   2.4,    1000,  99999, 0,        1,        "0.971945+163.215/(1000.*1000.)+0.000517836*1000."
2,                    incl,            down,              2,         -10.0,  -2.4,    0,     99999, 0,        1,        "1."
2,                    incl,            down,              2,           2.4,  10.0,    0,     99999, 0,        1,        "1."
2,                    incl,            down,              2,          -2.4,   2.4,    0,     20,    0,        1,        "(0.971945+163.215/(20.*20.)+0.000517836*20.)*(1-2*(0.291298+-0.000222983*20.+1.69699e-07*20.*20.))"
2,                    incl,            down,              2,          -2.4,   2.4,    20,    1000,  0,        1,        "(0.971945+163.215/(x*x)+0.000517836*x)*(1-(0.291298+-0.000222983*x+1.69699e-07*x*x))"
2,                    incl,            down,              2,          -2.4,   2.4,    1000,  99999, 0,        1,        "(0.971945+163.215/(1000.*1000.)+0.000517836*1000.)*(1-2*(0.291298+-0.000222983*1000.+1.69699e-07*1000.*1000.))"
2,                    incl,            up,                2,         -10.0,  -2.4,    0,     99999, 0,        1,        "1."
2,                    incl,            up,                2,           2.4,  10.0,    0,     99999, 0,        1,        "1."
2,                    incl,            up,                2,          -2.4,   2.4,    0,     20,    0,        1,        "(0.971945+163.215/(20.*20.)+0.000517836*20.)*(1+2*(0.291298+-0.000222983*20.+1.69699e-07*20.*20.))"
2,                    incl,            up,                2,          -2.4,   2.4,    20,    1000,  0,        1,        "(0.971945+163.215/(x*x)+0.000517836*x)*(1+(0.291298+-0.000222983*x+1.69699e-07*x*x))"
2,                    incl,            up,                2,          -2.4,   2.4,    1000,  99999, 0,        1,        "(0.971945+163.215/(1000.*1000.)+0.000517836*1000.)*(1+2*(0.291298+-0.000222983*1000.+1.69699e-07*1000.*1000.))"
